class,width,height,path
kws_olof,279,621,/home/mk/Desktop/preprocesed_dataset/kws_olof/51657_B.png
kws_olof,185,548,/home/mk/Desktop/preprocesed_dataset/kws_olof/48632_S.png
kws_olof,212,770,/home/mk/Desktop/preprocesed_dataset/kws_olof/52928_S.png
kws_olof,187,660,/home/mk/Desktop/preprocesed_dataset/kws_olof/46594_S.png
kws_olof,172,500,/home/mk/Desktop/preprocesed_dataset/kws_olof/44862_B.png
kws_olof,212,360,/home/mk/Desktop/preprocesed_dataset/kws_olof/43145_S.png
kws_olof,231,348,/home/mk/Desktop/preprocesed_dataset/kws_olof/43954_S.png
kws_olof,215,326,/home/mk/Desktop/preprocesed_dataset/kws_olof/49090_B.png
kws_olof,231,336,/home/mk/Desktop/preprocesed_dataset/kws_olof/43031_S.png
kws_olof,217,755,/home/mk/Desktop/preprocesed_dataset/kws_olof/45443_S.png
kws_olof,168,524,/home/mk/Desktop/preprocesed_dataset/kws_olof/45374_T.png
kws_olof,229,754,/home/mk/Desktop/preprocesed_dataset/kws_olof/53023_S.png
kws_olof,215,760,/home/mk/Desktop/preprocesed_dataset/kws_olof/46866_S.png
kws_olof,161,499,/home/mk/Desktop/preprocesed_dataset/kws_olof/47172_T.png
kws_olof,220,771,/home/mk/Desktop/preprocesed_dataset/kws_olof/50493_S.png
kws_olof,187,531,/home/mk/Desktop/preprocesed_dataset/kws_olof/47631_B.png
kws_olof,186,619,/home/mk/Desktop/preprocesed_dataset/kws_olof/51792_S.png
kws_olof,171,514,/home/mk/Desktop/preprocesed_dataset/kws_olof/45054_T.png
kws_olof,283,558,/home/mk/Desktop/preprocesed_dataset/kws_olof/43848_B.png
kws_olof,183,469,/home/mk/Desktop/preprocesed_dataset/kws_olof/44912_S.png
kws_olof,218,322,/home/mk/Desktop/preprocesed_dataset/kws_olof/49090_T.png
kws_olof,186,494,/home/mk/Desktop/preprocesed_dataset/kws_olof/48771_S.png
kws_olof,239,767,/home/mk/Desktop/preprocesed_dataset/kws_olof/44965_S.png
kws_olof,187,519,/home/mk/Desktop/preprocesed_dataset/kws_olof/43207_T.png
kws_olof,229,300,/home/mk/Desktop/preprocesed_dataset/kws_olof/47983_S.png
kws_olof,234,772,/home/mk/Desktop/preprocesed_dataset/kws_olof/53270_S.png
kws_olof,235,757,/home/mk/Desktop/preprocesed_dataset/kws_olof/45288_S.png
kws_olof,239,359,/home/mk/Desktop/preprocesed_dataset/kws_olof/49245_S.png
kws_olof,212,783,/home/mk/Desktop/preprocesed_dataset/kws_olof/49761_S.png
kws_olof,185,491,/home/mk/Desktop/preprocesed_dataset/kws_olof/49964_B.png
kws_olof,278,676,/home/mk/Desktop/preprocesed_dataset/kws_olof/50849_S.png
kws_olof,173,559,/home/mk/Desktop/preprocesed_dataset/kws_olof/47878_S.png
kws_olof,215,757,/home/mk/Desktop/preprocesed_dataset/kws_olof/49605_S.png
kws_olof,239,777,/home/mk/Desktop/preprocesed_dataset/kws_olof/53168_S.png
kws_olof,179,505,/home/mk/Desktop/preprocesed_dataset/kws_olof/52052_T.png
kws_olof,282,523,/home/mk/Desktop/preprocesed_dataset/kws_olof/51080_B.png
kws_olof,182,541,/home/mk/Desktop/preprocesed_dataset/kws_olof/48293_S.png
kws_olof,187,605,/home/mk/Desktop/preprocesed_dataset/kws_olof/51960_S.png
kws_olof,186,537,/home/mk/Desktop/preprocesed_dataset/kws_olof/47871_S.png
kws_olof,181,572,/home/mk/Desktop/preprocesed_dataset/kws_olof/48522_S.png
kws_olof,228,757,/home/mk/Desktop/preprocesed_dataset/kws_olof/51820_S.png
kws_olof,237,311,/home/mk/Desktop/preprocesed_dataset/kws_olof/43463_S.png
kws_olof,173,530,/home/mk/Desktop/preprocesed_dataset/kws_olof/48922_T.png
kws_olof,186,503,/home/mk/Desktop/preprocesed_dataset/kws_olof/50411_S.png
kws_olof,187,661,/home/mk/Desktop/preprocesed_dataset/kws_olof/51549_S.png
kws_olof,237,764,/home/mk/Desktop/preprocesed_dataset/kws_olof/43953_S.png
kws_olof,184,533,/home/mk/Desktop/preprocesed_dataset/kws_olof/45176_B.png
kws_olof,186,554,/home/mk/Desktop/preprocesed_dataset/kws_olof/43819_T.png
kws_olof,219,774,/home/mk/Desktop/preprocesed_dataset/kws_olof/47638_S.png
kws_olof,170,496,/home/mk/Desktop/preprocesed_dataset/kws_olof/42841_T.png
kws_olof,173,504,/home/mk/Desktop/preprocesed_dataset/kws_olof/45517_T.png
kws_olof,181,548,/home/mk/Desktop/preprocesed_dataset/kws_olof/43202_S.png
kws_olof,185,570,/home/mk/Desktop/preprocesed_dataset/kws_olof/49132_S.png
kws_olof,185,489,/home/mk/Desktop/preprocesed_dataset/kws_olof/49964_T.png
kws_olof,187,511,/home/mk/Desktop/preprocesed_dataset/kws_olof/49092_T.png
kws_olof,224,302,/home/mk/Desktop/preprocesed_dataset/kws_olof/50038_S.png
kws_olof,292,562,/home/mk/Desktop/preprocesed_dataset/kws_olof/52086_B.png
kws_olof,211,364,/home/mk/Desktop/preprocesed_dataset/kws_olof/43001_B.png
kws_olof,217,756,/home/mk/Desktop/preprocesed_dataset/kws_olof/48712_S.png
kws_olof,187,503,/home/mk/Desktop/preprocesed_dataset/kws_olof/52020_T.png
kws_olof,187,652,/home/mk/Desktop/preprocesed_dataset/kws_olof/42854_S.png
kws_olof,184,526,/home/mk/Desktop/preprocesed_dataset/kws_olof/45823_B.png
kws_olof,213,768,/home/mk/Desktop/preprocesed_dataset/kws_olof/48340_S.png
kws_olof,185,592,/home/mk/Desktop/preprocesed_dataset/kws_olof/51953_S.png
kws_olof,182,509,/home/mk/Desktop/preprocesed_dataset/kws_olof/51469_T.png
kws_olof,207,757,/home/mk/Desktop/preprocesed_dataset/kws_olof/46600_S.png
kws_olof,184,515,/home/mk/Desktop/preprocesed_dataset/kws_olof/44179_B.png
